ï..sample,pop,super,X_pop.......gender,
1446,HG03779,ITU,SAS,male
1447,HG03780,ITU,SAS,female
1448,HG03781,ITU,SAS,female
1449,HG03782,ITU,SAS,female
1450,HG03784,ITU,SAS,female
1451,HG03785,ITU,SAS,male
1452,HG03786,ITU,SAS,male
1453,HG03787,ITU,SAS,female
1454,HG03788,ITU,SAS,male
1455,HG03789,ITU,SAS,female
1456,HG03790,ITU,SAS,male
1457,HG03792,ITU,SAS,male
1458,HG03793,BEB,SAS,female
1459,HG03796,BEB,SAS,female
1460,HG03800,BEB,SAS,male
1461,HG03802,BEB,SAS,female
1462,HG03803,BEB,SAS,male
1463,HG03805,BEB,SAS,female
1464,HG03808,BEB,SAS,female
1465,HG03809,BEB,SAS,male
1466,HG03812,BEB,SAS,male
1467,HG03814,BEB,SAS,female
1468,HG03815,BEB,SAS,male
1469,HG03817,BEB,SAS,female
1470,HG03821,BEB,SAS,male
1471,HG03823,BEB,SAS,female
1472,HG03824,BEB,SAS,male
1473,HG03826,BEB,SAS,female
1474,HG03829,BEB,SAS,female
1475,HG03830,BEB,SAS,male
1476,HG03832,BEB,SAS,female
1477,HG03833,BEB,SAS,male
1478,HG03836,STU,SAS,female
1479,HG03837,STU,SAS,male
1480,HG03838,STU,SAS,female
1481,HG03844,STU,SAS,male
1482,HG03846,STU,SAS,male
1483,HG03848,STU,SAS,male
1484,HG03849,STU,SAS,female
1485,HG03850,STU,SAS,male
1486,HG03851,STU,SAS,male
1487,HG03854,STU,SAS,male
1488,HG03856,STU,SAS,male
1489,HG03857,STU,SAS,female
1490,HG03858,STU,SAS,female
1491,HG03861,ITU,SAS,female
1492,HG03862,ITU,SAS,female
1493,HG03863,ITU,SAS,female
1494,HG03864,ITU,SAS,male
1495,HG03866,ITU,SAS,male
1496,HG03867,ITU,SAS,male
1497,HG03868,ITU,SAS,female
1498,HG03869,ITU,SAS,male
1499,HG03870,ITU,SAS,male
1500,HG03871,ITU,SAS,male
1501,HG03872,ITU,SAS,male
1502,HG03873,ITU,SAS,female
1503,HG03874,ITU,SAS,female
1504,HG03875,ITU,SAS,male
1505,HG03882,ITU,SAS,female
1506,HG03884,STU,SAS,female
1507,HG03885,STU,SAS,male
1508,HG03886,STU,SAS,female
1509,HG03887,STU,SAS,male
1510,HG03888,STU,SAS,female
1511,HG03890,STU,SAS,male
1512,HG03894,STU,SAS,female
1513,HG03895,STU,SAS,female
1514,HG03896,STU,SAS,male
1515,HG03897,STU,SAS,female
1516,HG03898,STU,SAS,female
1517,HG03899,STU,SAS,male
1518,HG03900,STU,SAS,male
1519,HG03902,BEB,SAS,male
1520,HG03905,BEB,SAS,male
1521,HG03907,BEB,SAS,female
1522,HG03908,BEB,SAS,male
1523,HG03910,BEB,SAS,female
1524,HG03911,BEB,SAS,male
1525,HG03913,BEB,SAS,female
1526,HG03914,BEB,SAS,male
1527,HG03916,BEB,SAS,female
1528,HG03917,BEB,SAS,male
1529,HG03919,BEB,SAS,female
1530,HG03920,BEB,SAS,male
1531,HG03922,BEB,SAS,female
1532,HG03925,BEB,SAS,female
1533,HG03926,BEB,SAS,male
1534,HG03928,BEB,SAS,female
1535,HG03931,BEB,SAS,female
1536,HG03934,BEB,SAS,female
1537,HG03937,BEB,SAS,female
1538,HG03940,BEB,SAS,female
1539,HG03941,BEB,SAS,male
1540,HG03943,STU,SAS,male
1541,HG03944,STU,SAS,female
1542,HG03945,STU,SAS,female
1543,HG03947,STU,SAS,female
1544,HG03949,STU,SAS,female
1545,HG03950,STU,SAS,male
1546,HG03951,STU,SAS,female
1547,HG03953,STU,SAS,male
1548,HG03955,STU,SAS,female
1549,HG03960,ITU,SAS,male
1550,HG03963,ITU,SAS,male
1551,HG03965,ITU,SAS,male
1552,HG03967,ITU,SAS,male
1553,HG03968,ITU,SAS,female
1554,HG03969,ITU,SAS,male
1555,HG03971,ITU,SAS,male
1556,HG03973,ITU,SAS,female
1557,HG03974,ITU,SAS,male
1558,HG03976,ITU,SAS,male
1559,HG03977,ITU,SAS,female
1560,HG03978,ITU,SAS,male
1561,HG03985,STU,SAS,male
1562,HG03986,STU,SAS,female
1563,HG03989,STU,SAS,female
1564,HG03990,STU,SAS,male
1565,HG03991,STU,SAS,male
1566,HG03995,STU,SAS,female
1567,HG03998,STU,SAS,male
1568,HG03999,STU,SAS,male
1569,HG04001,ITU,SAS,female
1570,HG04002,ITU,SAS,male
1571,HG04003,STU,SAS,male
1572,HG04006,STU,SAS,male
1573,HG04014,ITU,SAS,female
1574,HG04015,ITU,SAS,male
1575,HG04017,ITU,SAS,male
1576,HG04018,ITU,SAS,female
1577,HG04019,ITU,SAS,male
1578,HG04020,ITU,SAS,male
1579,HG04022,ITU,SAS,male
1580,HG04023,ITU,SAS,male
1581,HG04025,ITU,SAS,female
1582,HG04026,ITU,SAS,female
1583,HG04029,STU,SAS,female
1584,HG04033,STU,SAS,male
1585,HG04035,STU,SAS,female
1586,HG04038,STU,SAS,female
1587,HG04039,STU,SAS,male
1588,HG04042,STU,SAS,female
1589,HG04047,STU,SAS,female
1590,HG04054,ITU,SAS,female
1591,HG04056,ITU,SAS,male
1592,HG04059,ITU,SAS,female
1593,HG04060,ITU,SAS,male
1594,HG04061,ITU,SAS,male
1595,HG04062,ITU,SAS,female
1596,HG04063,ITU,SAS,female
1597,HG04070,ITU,SAS,female
1598,HG04075,STU,SAS,female
1599,HG04076,ITU,SAS,female
1600,HG04080,ITU,SAS,male
1601,HG04090,ITU,SAS,female
1602,HG04093,ITU,SAS,male
1603,HG04094,ITU,SAS,male
1604,HG04096,ITU,SAS,male
1605,HG04098,ITU,SAS,male
1606,HG04099,STU,SAS,female
1607,HG04100,STU,SAS,male
1608,HG04106,STU,SAS,female
1609,HG04107,STU,SAS,male
1610,HG04118,ITU,SAS,female
1611,HG04131,BEB,SAS,male
1612,HG04134,BEB,SAS,male
1613,HG04140,BEB,SAS,male
1614,HG04141,BEB,SAS,female
1615,HG04144,BEB,SAS,female
1616,HG04146,BEB,SAS,male
1617,HG04152,BEB,SAS,male
1618,HG04153,BEB,SAS,female
1619,HG04155,BEB,SAS,male
1620,HG04156,BEB,SAS,female
1621,HG04158,BEB,SAS,male
1622,HG04159,BEB,SAS,female
1623,HG04161,BEB,SAS,male
1624,HG04162,BEB,SAS,female
1625,HG04164,BEB,SAS,male
1626,HG04171,BEB,SAS,female
1627,HG04173,BEB,SAS,male
1628,HG04176,BEB,SAS,male
1629,HG04177,BEB,SAS,female
1630,HG04180,BEB,SAS,female
1631,HG04182,BEB,SAS,male
1632,HG04183,BEB,SAS,female
1633,HG04185,BEB,SAS,male
1634,HG04186,BEB,SAS,female
1635,HG04188,BEB,SAS,male
1636,HG04189,BEB,SAS,female
1637,HG04194,BEB,SAS,male
1638,HG04195,BEB,SAS,female
1639,HG04198,ITU,SAS,male
1640,HG04200,ITU,SAS,female
1641,HG04202,ITU,SAS,female
1642,HG04206,ITU,SAS,male
1643,HG04209,ITU,SAS,female
1644,HG04210,STU,SAS,male
1645,HG04211,ITU,SAS,male
1646,HG04212,ITU,SAS,female
1647,HG04214,ITU,SAS,female
1648,HG04216,ITU,SAS,female
1649,HG04219,ITU,SAS,male
1650,HG04222,ITU,SAS,male
1651,HG04225,ITU,SAS,male
1652,HG04227,STU,SAS,female
1653,HG04229,STU,SAS,male
1654,HG04235,ITU,SAS,male
1655,HG04238,ITU,SAS,male
1656,HG04239,ITU,SAS,male
2402,NA20845,GIH,SAS,male
2403,NA20846,GIH,SAS,male
2404,NA20847,GIH,SAS,female
2405,NA20849,GIH,SAS,female
2406,NA20850,GIH,SAS,male
2407,NA20851,GIH,SAS,female
2408,NA20852,GIH,SAS,male
2409,NA20853,GIH,SAS,female
2410,NA20854,GIH,SAS,female
2411,NA20856,GIH,SAS,female
2412,NA20858,GIH,SAS,male
2413,NA20859,GIH,SAS,female
2414,NA20861,GIH,SAS,male
2415,NA20862,GIH,SAS,female
2416,NA20863,GIH,SAS,male
2417,NA20864,GIH,SAS,male
2418,NA20866,GIH,SAS,male
2419,NA20867,GIH,SAS,male
2420,NA20868,GIH,SAS,female
2421,NA20869,GIH,SAS,female
2422,NA20870,GIH,SAS,male
2423,NA20872,GIH,SAS,female
2424,NA20874,GIH,SAS,female
2425,NA20875,GIH,SAS,female
2426,NA20876,GIH,SAS,female
2427,NA20877,GIH,SAS,female
2428,NA20878,GIH,SAS,female
2429,NA20881,GIH,SAS,female
2430,NA20882,GIH,SAS,female
2431,NA20884,GIH,SAS,male
2432,NA20885,GIH,SAS,male
2433,NA20886,GIH,SAS,female
2434,NA20887,GIH,SAS,male
2435,NA20888,GIH,SAS,female
2436,NA20889,GIH,SAS,male
2437,NA20890,GIH,SAS,male
2438,NA20891,GIH,SAS,male
2439,NA20892,GIH,SAS,female
2440,NA20894,GIH,SAS,female
2441,NA20895,GIH,SAS,male
2442,NA20896,GIH,SAS,female
2443,NA20897,GIH,SAS,male
2444,NA20899,GIH,SAS,female
2445,NA20900,GIH,SAS,female
2446,NA20901,GIH,SAS,male
2447,NA20902,GIH,SAS,female
2448,NA20903,GIH,SAS,male
2449,NA20904,GIH,SAS,male
2450,NA20905,GIH,SAS,male
2451,NA20906,GIH,SAS,female
2452,NA20908,GIH,SAS,female
2453,NA20910,GIH,SAS,female
2454,NA20911,GIH,SAS,male
2455,NA21086,GIH,SAS,female
2456,NA21087,GIH,SAS,male
2457,NA21088,GIH,SAS,female
2458,NA21089,GIH,SAS,female
2459,NA21090,GIH,SAS,male
2460,NA21091,GIH,SAS,male
2461,NA21092,GIH,SAS,male
2462,NA21093,GIH,SAS,male
2463,NA21094,GIH,SAS,male
2464,NA21095,GIH,SAS,male
2465,NA21097,GIH,SAS,female
2466,NA21098,GIH,SAS,male
2467,NA21099,GIH,SAS,male
2468,NA21100,GIH,SAS,male
2469,NA21101,GIH,SAS,female
2470,NA21102,GIH,SAS,female
2471,NA21103,GIH,SAS,female
2472,NA21104,GIH,SAS,male
2473,NA21105,GIH,SAS,male
2474,NA21106,GIH,SAS,female
2475,NA21107,GIH,SAS,male
2476,NA21108,GIH,SAS,female
2477,NA21109,GIH,SAS,male
2478,NA21110,GIH,SAS,female
2479,NA21111,GIH,SAS,male
2480,NA21112,GIH,SAS,male
2481,NA21113,GIH,SAS,male
2482,NA21114,GIH,SAS,male
2483,NA21115,GIH,SAS,male
2484,NA21116,GIH,SAS,male
2485,NA21117,GIH,SAS,male
2486,NA21118,GIH,SAS,male
2487,NA21119,GIH,SAS,male
2488,NA21120,GIH,SAS,female
2489,NA21122,GIH,SAS,female
2490,NA21123,GIH,SAS,male
2491,NA21124,GIH,SAS,male
2492,NA21125,GIH,SAS,female
2493,NA21126,GIH,SAS,male
2494,NA21127,GIH,SAS,male
2495,NA21128,GIH,SAS,male
2496,NA21129,GIH,SAS,male
2497,NA21130,GIH,SAS,male
2498,NA21133,GIH,SAS,male
2499,NA21135,GIH,SAS,male
2500,NA21137,GIH,SAS,female
2501,NA21141,GIH,SAS,female
2502,NA21142,GIH,SAS,female
2503,NA21143,GIH,SAS,female
2504,NA21144,GIH,SAS,female
